policy_number,age,months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,property_damage,police_report_available,total_claim_amount,auto_make,auto_year,vehicle_claim,property_claim,injury_claim,fraud_reported
POL44997278,50,6,NY,250/500,2000,1596.93,F,MS,Construction,39327.35335416697,22921.114246574067,Hit and Run,Major Damage,19,3,0,1,NO,YES,5861.61,BMW,2008,3944.61,2318.26,790.16,N
POL75588675,22,48,IN,100/300,1000,4895.76,F,BS,Legal,45684.61657000017,27072.591711153687,Broken Windshield,Trivial Damage,20,2,1,1,YES,NO,4002.37,Honda,2007,1966.48,563.17,443.54,N
POL33963605,59,25,IL,250/500,2000,615.79,M,High School,Other,28521.4885177885,7784.52639071367,Fire Damage,Minor Damage,14,1,0,1,YES,YES,6770.33,Nissan,2019,4864.86,2294.55,1900.55,N
POL76627028,56,160,OH,500/1000,500,3747.51,M,MS,Retail,38018.646983855906,2004.4384342626674,Theft,Major Damage,21,1,1,0,YES,YES,26714.26241538753,Ford,2024,2644.48,1534.22,1002.31,Y
POL95171870,58,100,NY,100/300,1000,1614.75,F,High School,Finance,39739.86959358387,9214.385919234257,Multi-Vehicle Collision,Trivial Damage,12,1,0,0,YES,YES,20446.019857697876,Nissan,2010,1474.73,760.28,315.05,Y
POL26217459,45,175,PA,250/500,1000,4150.62,F,PhD,Finance,39370.21918074494,12986.439365392816,Single Vehicle Collision,Minor Damage,5,2,3,2,YES,NO,4286.49,Audi,2015,2502.05,837.01,477.71,N
POL61586578,24,78,PA,250/500,500,1900.51,M,BS,Tech,22721.07072552529,28542.728348462733,Broken Windshield,Major Damage,22,1,0,2,NO,NO,3625.25,Chevrolet,2009,2777.89,1309.45,449.88,N
POL09134316,26,1,IL,500/1000,2000,1342.78,F,PhD,Retail,36997.13068172013,12904.223703320306,Fire Damage,Trivial Damage,21,1,0,1,YES,YES,1004.19,Audi,2008,518.83,371.88,4.66,N
POL11724005,25,232,IN,250/500,500,3618.68,F,BS,Medical,27426.527111183917,2761.705517472409,Vehicle Rollover,Trivial Damage,2,1,1,2,YES,NO,2295.51,Ford,2006,1768.46,648.02,324.41,N
POL04556238,29,126,IN,250/500,2000,1659.09,M,PhD,Finance,20732.984333689314,4406.660286964715,Hit and Run,Minor Damage,14,1,1,2,NO,NO,3336.95,BMW,2020,2267.04,743.7,61.85,N
POL69222196,51,198,IN,250/500,1000,2684.96,M,BS,Other,8290.631075700843,10581.984249749074,Parked Car Damage,Total Loss,17,1,2,0,NO,NO,20372.51,Ford,2018,14809.44,4673.85,4162.43,N
POL93792374,50,159,PA,100/300,2000,1091.9,M,High School,Tech,45451.90712376043,5525.634771590495,Fire Damage,Minor Damage,12,2,3,0,YES,NO,6427.45,Nissan,2007,4182.43,2446.02,1780.91,N
POL74074821,65,131,IN,100/300,2000,3760.69,F,MS,Education,20745.56713739081,1817.0170679603748,Parked Car Damage,Minor Damage,14,2,1,0,YES,YES,33533.140056608594,Mazda,2006,2684.97,1104.86,1516.0,Y
POL75946474,72,19,PA,250/500,1500,2330.76,F,BS,Finance,11978.275432719593,5257.795842605105,Parked Car Damage,Major Damage,23,2,1,1,YES,YES,3978.58,Mazda,2023,2799.64,508.57,760.79,N
POL36713695,40,116,IL,250/500,1500,1132.61,M,BS,Medical,12114.78780115136,3164.7236347614203,Hit and Run,Minor Damage,21,2,0,1,NO,YES,3103.82,Ford,2011,1821.89,609.59,332.81,N
POL94406409,41,163,OH,500/1000,1500,3837.18,M,High School,Education,12104.413143302978,6080.948817004049,Theft,Minor Damage,11,2,0,0,YES,YES,1742.09,Audi,2009,1178.08,300.64,283.79,N
POL09743953,54,31,NY,100/300,500,965.13,M,PhD,Other,123.67717685690116,29893.62937970679,Parked Car Damage,Total Loss,15,1,0,0,YES,NO,29468.28398926789,Toyota,2016,3478.19,2113.16,1846.54,Y
POL39421047,52,27,IL,100/300,500,3086.69,F,BS,Education,21910.95747428296,13362.256743729953,Parked Car Damage,Major Damage,11,2,0,2,NO,YES,11818.14,Toyota,2013,4947.61,1372.52,2484.32,N
POL09521456,61,76,PA,100/300,1500,3233.68,F,PhD,Other,44534.37935381158,19757.983994858645,Vehicle Rollover,Major Damage,16,2,0,1,YES,YES,6971.27,Mazda,2023,4556.82,2092.41,1067.55,N
POL23285884,57,0,IL,250/500,1000,4686.58,F,High School,Legal,1257.3209186359736,4958.45744021627,Parked Car Damage,Minor Damage,12,1,1,1,YES,YES,46729.53717785593,Nissan,2018,4666.45,1509.28,483.18,Y
POL24745171,39,187,NY,500/1000,1000,1179.41,M,BS,Other,47829.87384653747,25478.751093172967,Theft,Minor Damage,8,1,1,1,YES,NO,2419.36,Mazda,2012,1706.88,671.01,435.75,N
POL23685160,44,55,OH,500/1000,1000,3440.06,M,MS,Retail,8956.151292905744,8007.183899765543,Theft,Minor Damage,17,2,0,0,YES,NO,3376.45,Mazda,2006,2515.56,689.52,143.44,N
POL48175496,52,34,NY,250/500,500,2213.46,F,BS,Retail,35943.716022121946,29474.71533475333,Fire Damage,Minor Damage,9,1,1,1,YES,YES,4686.89,Nissan,2021,1904.31,1327.02,720.77,N
POL51370985,18,111,PA,250/500,2000,2303.66,M,High School,Construction,39266.419526306614,25101.234882769095,Hit and Run,Minor Damage,12,2,0,0,YES,YES,852.84,Chevrolet,2007,638.35,262.51,185.57,N
POL93174612,52,29,NY,500/1000,500,2758.21,M,PhD,Finance,36755.77460212055,28526.143353426454,Parked Car Damage,Trivial Damage,10,1,1,1,YES,YES,4074.61,Mazda,2006,2235.09,1429.24,200.77,N
POL00471138,54,53,IL,500/1000,1500,1552.03,M,BS,Medical,16958.780310371258,20049.060838389745,Multi-Vehicle Collision,Major Damage,20,1,0,1,YES,NO,10278.32,Ford,2015,4546.87,1436.04,2142.33,N
POL26758692,64,35,IN,100/300,2000,2575.32,F,High School,Retail,35190.615823758955,19742.75366778586,Theft,Major Damage,17,1,1,0,YES,YES,11788.65,Mazda,2010,8302.34,3618.46,524.72,N
POL61796405,31,182,IL,250/500,1000,3590.81,M,High School,Other,23648.711012708256,25232.913941359195,Vehicle Rollover,Minor Damage,8,1,0,0,YES,NO,3200.07,Mazda,2022,2036.04,772.47,798.12,N
POL37735158,20,216,PA,100/300,500,2557.01,M,High School,Tech,7609.8571281940085,21460.867771351466,Single Vehicle Collision,Trivial Damage,18,3,0,2,NO,NO,816.72,BMW,2006,427.1,252.12,213.67,N
POL50643171,18,79,OH,500/1000,500,691.29,M,PhD,Education,10046.488724876024,18185.662255647134,Theft,Trivial Damage,10,1,1,0,YES,YES,23922.145225146418,Mercedes,2007,2388.27,365.98,430.81,Y
POL39005329,22,57,NY,100/300,1500,1660.22,M,PhD,Tech,1301.4761162519483,10748.064907542876,Multi-Vehicle Collision,Trivial Damage,17,1,1,1,YES,NO,852.31,Audi,2010,648.41,128.92,170.23,N
POL31839335,43,82,OH,500/1000,1000,2081.57,F,MS,Education,16598.51838740175,6686.005894722486,Theft,Major Damage,7,1,0,1,YES,YES,4271.59,BMW,2017,2676.75,975.33,114.46,N
POL29042284,72,64,PA,500/1000,500,2096.25,F,MS,Tech,36399.47475559659,23467.334376469924,Single Vehicle Collision,Trivial Damage,17,1,1,0,YES,YES,1204.25,Mazda,2008,925.51,462.78,4.94,N
POL21020539,31,68,NY,100/300,500,864.53,F,BS,Education,48452.41423353583,11581.49654092604,Hit and Run,Major Damage,13,1,0,0,YES,YES,70217.49394497823,Ford,2013,3359.31,1070.67,401.52,Y
POL50240268,56,127,IL,250/500,2000,2523.07,F,High School,Retail,6677.90977355992,1836.1467850562242,Single Vehicle Collision,Trivial Damage,18,1,0,2,YES,YES,3018.25,Audi,2014,1450.95,433.43,622.84,N
POL11775891,44,50,IL,100/300,500,3613.77,M,MS,Tech,17664.043545937875,14388.66230882758,Broken Windshield,Major Damage,0,2,0,1,YES,NO,4513.68,Mercedes,2009,3075.7,1230.58,766.24,N
POL78390847,26,21,PA,100/300,2000,719.02,F,PhD,Finance,9074.926036591813,19725.349998436355,Theft,Trivial Damage,5,1,0,0,YES,YES,3422.53,Audi,2022,1632.52,431.23,426.65,N
POL00766177,32,215,NY,250/500,500,3879.16,M,High School,Other,38044.35857331256,691.1539962719148,Broken Windshield,Trivial Damage,17,1,1,0,NO,NO,3586.54,Chevrolet,2013,2580.25,386.09,787.92,N
POL11592124,32,106,IL,250/500,1000,4797.97,M,BS,Finance,45979.18986172403,21153.632280547765,Single Vehicle Collision,Major Damage,16,1,1,0,NO,YES,8494.41,Mercedes,2021,4238.66,2707.86,1628.01,N
POL99856984,43,108,PA,100/300,1500,542.02,M,High School,Medical,5700.069941130481,6740.490531022128,Broken Windshield,Trivial Damage,13,1,2,1,YES,YES,543.3,Nissan,2009,377.44,106.54,84.67,Y
POL78961183,59,115,PA,500/1000,1000,1371.62,M,MS,Medical,45179.32727843642,6670.717274639492,Parked Car Damage,Trivial Damage,19,1,1,0,YES,YES,913.36,Nissan,2008,679.88,329.3,41.41,N
POL67365766,30,100,OH,100/300,1500,2945.7,F,MS,Legal,13574.647264620016,16886.44524996618,Vehicle Rollover,Minor Damage,12,2,0,1,YES,NO,3153.96,Chevrolet,2025,2293.36,1254.0,348.44,N
POL15654527,68,180,IL,500/1000,500,1481.22,F,High School,Construction,11153.173054723526,10118.826275207839,Theft,Trivial Damage,14,1,2,0,NO,YES,2131.93,Ford,2007,972.05,765.4,360.17,N
POL11116152,49,99,NY,250/500,1000,3940.82,M,PhD,Medical,2831.7198980553794,13517.512126383264,Single Vehicle Collision,Major Damage,7,3,2,1,YES,YES,4468.71,Ford,2023,3150.19,1001.91,461.28,N
POL80988516,56,163,IL,250/500,2000,1904.6,F,High School,Tech,4023.413896898692,15391.27647441605,Fire Damage,Major Damage,18,1,2,1,YES,NO,7024.27,Mercedes,2018,5303.9,2049.95,830.37,N
POL56049451,66,67,IL,500/1000,1500,1821.31,F,High School,Education,3461.2381292916994,27630.695141954093,Broken Windshield,Trivial Damage,7,1,0,0,YES,NO,1566.07,Chevrolet,2019,830.29,312.99,363.53,N
POL98327315,69,35,IL,100/300,1500,504.16,M,High School,Construction,22320.610467358987,6147.0170434615875,Hit and Run,Major Damage,21,2,3,0,YES,NO,5477.75,Audi,2018,3199.34,690.0,1094.3,N
POL85149368,49,7,PA,250/500,500,1715.57,F,High School,Other,32932.194410480624,13929.213817668375,Theft,Trivial Damage,20,2,3,1,YES,YES,384.21,Toyota,2023,305.64,98.25,76.17,Y
POL99809402,21,180,IN,500/1000,1500,1479.52,M,High School,Other,9221.036981176745,23579.612133417144,Hit and Run,Minor Damage,16,3,2,0,YES,YES,2981.2,Audi,2022,2329.77,382.36,787.17,N
POL44550229,47,209,IN,500/1000,1500,2044.58,M,PhD,Medical,10881.942597996807,6155.016316940843,Hit and Run,Total Loss,8,2,1,2,NO,YES,16075.09,Mercedes,2007,7587.42,2882.77,2236.03,N
POL61201836,54,177,OH,100/300,1500,1164.45,M,BS,Retail,8644.842953272664,2471.450638422126,Broken Windshield,Minor Damage,17,1,0,0,YES,NO,4020.83,Honda,2010,2270.79,1230.33,989.99,N
POL67525459,40,207,IL,500/1000,500,3175.92,F,BS,Finance,40327.918290260925,532.935171286707,Theft,Minor Damage,8,1,0,2,YES,YES,5559.93,Toyota,2018,4137.27,1501.22,398.69,N
POL91022901,56,168,IN,500/1000,1000,1574.34,M,MS,Finance,6858.9945329264265,3111.989960189461,Parked Car Damage,Trivial Damage,20,1,1,1,NO,NO,2859.03,Honda,2018,2158.94,352.37,696.88,N
POL47679764,62,145,OH,100/300,500,4242.88,M,PhD,Retail,3670.2557262043024,8237.71616222667,Theft,Trivial Damage,2,1,2,0,NO,YES,33209.01236208956,Mazda,2023,2443.62,735.05,98.11,Y
POL38156149,32,21,PA,250/500,2000,1780.51,M,High School,Finance,1835.8379472940335,12277.693355970689,Multi-Vehicle Collision,Minor Damage,15,1,0,1,NO,NO,2388.12,Mercedes,2016,958.93,545.87,526.67,N
POL78403690,60,65,IL,250/500,1500,1448.91,F,PhD,Tech,2007.517542457371,17813.217301128207,Parked Car Damage,Minor Damage,6,1,0,1,NO,YES,1245.89,Audi,2018,943.19,278.81,232.79,N
POL03432445,46,20,NY,250/500,1500,755.38,M,BS,Legal,27333.641084594794,6002.715317905017,Parked Car Damage,Minor Damage,16,2,0,1,YES,NO,1439.09,Toyota,2020,812.55,393.63,410.96,N
POL10762268,53,99,PA,500/1000,1000,3829.58,M,High School,Retail,4699.261655812631,8090.871793234861,Single Vehicle Collision,Trivial Damage,20,2,1,1,NO,NO,1427.74,Mercedes,2017,901.73,422.51,90.58,N
POL38851606,30,2,OH,500/1000,1500,2786.94,M,PhD,Legal,11121.330296538745,20972.413187986804,Vehicle Rollover,Minor Damage,23,1,0,0,YES,YES,4526.91,Mazda,2024,3181.74,825.77,1121.07,Y
POL07159696,49,43,PA,100/300,1000,1012.02,M,MS,Tech,41633.84309508496,27270.238300890658,Fire Damage,Trivial Damage,13,1,1,1,YES,NO,3548.2,Nissan,2017,2274.01,1115.3,325.15,N
POL64160529,24,102,NY,500/1000,1500,1496.01,F,BS,Construction,48405.394601209766,4065.4424322291484,Hit and Run,Minor Damage,10,1,1,0,YES,YES,765.35,Nissan,2017,381.13,184.01,203.34,N
POL75161369,68,46,PA,500/1000,1500,4994.24,M,High School,Other,43042.895561128906,14175.453648496945,Vehicle Rollover,Major Damage,13,2,1,2,NO,YES,11614.94,Mercedes,2024,5007.59,4039.81,1651.14,N
POL68164535,39,38,OH,250/500,500,4127.13,F,High School,Legal,47980.13021881573,8862.536712315137,Multi-Vehicle Collision,Major Damage,22,1,1,1,YES,YES,4757.2,BMW,2007,3737.17,626.01,155.97,Y
POL21818835,45,28,NY,500/1000,500,2074.41,M,High School,Finance,33522.567440149614,15839.107664641799,Theft,Minor Damage,23,2,0,2,YES,YES,6268.16,Audi,2024,3728.54,2118.3,143.61,N
POL52312432,19,53,NY,500/1000,2000,2941.5,F,High School,Retail,49360.821058627705,3573.934036030626,Vehicle Rollover,Trivial Damage,15,1,0,0,NO,YES,15068.574780652489,Mazda,2014,1256.88,335.66,204.45,Y
POL92127799,59,89,PA,500/1000,1000,2372.08,M,High School,Retail,24817.19138836422,8131.172259324192,Vehicle Rollover,Major Damage,23,1,0,0,NO,NO,7428.36,Ford,2019,5084.7,1393.85,849.56,N
POL79955271,62,84,NY,100/300,2000,663.75,F,High School,Other,39734.413764786805,21265.852997850263,Multi-Vehicle Collision,Minor Damage,0,3,1,2,YES,YES,1102.51,Toyota,2015,622.16,324.87,230.52,N
POL77449058,74,16,PA,500/1000,500,4004.05,F,PhD,Construction,48583.13930070678,24579.29876485261,Multi-Vehicle Collision,Minor Damage,19,1,0,2,NO,YES,6767.11,Mazda,2024,3161.91,939.98,712.87,N
POL14770054,70,79,IL,100/300,1000,3726.44,M,MS,Construction,35464.56129142398,18649.36334978618,Fire Damage,Trivial Damage,21,1,1,1,YES,NO,1885.85,Nissan,2011,1033.62,606.94,160.68,N
POL11998679,23,187,NY,250/500,500,2339.61,M,PhD,Other,47835.99923052767,28333.76921045512,Fire Damage,Major Damage,9,1,1,0,YES,NO,10793.0,Ford,2020,5850.29,4148.38,3174.66,N
POL80793597,45,4,PA,500/1000,1000,4306.54,M,PhD,Construction,12682.229858721133,19587.015480888575,Fire Damage,Major Damage,22,1,0,0,YES,YES,2937.51,Nissan,2012,1654.82,1063.72,299.11,Y
POL82071518,45,72,IL,100/300,1500,2906.33,F,High School,Retail,15013.77409175057,22397.79270814265,Fire Damage,Minor Damage,23,1,0,0,NO,YES,32118.85313345555,Honda,2009,4868.83,923.78,1773.21,Y
POL20377889,61,222,NY,250/500,2000,793.44,F,High School,Other,19862.00665319905,10722.816182411441,Hit and Run,Major Damage,17,2,0,1,YES,YES,7771.13,Ford,2006,3197.32,1196.78,377.75,N
POL25546659,61,11,IL,500/1000,2000,1667.33,F,PhD,Finance,23229.337853553767,5096.048241193042,Hit and Run,Trivial Damage,15,2,1,0,YES,YES,3813.06,Mercedes,2013,2122.13,449.44,436.8,Y
POL05151864,37,3,NY,100/300,1000,2577.98,F,BS,Finance,44870.23582847151,19736.319282047098,Theft,Minor Damage,22,2,0,0,YES,NO,4020.24,Chevrolet,2010,2632.63,1011.02,62.86,Y
POL49251925,47,100,OH,100/300,2000,965.52,M,High School,Finance,44393.12274760602,27572.6059581733,Fire Damage,Trivial Damage,13,1,0,1,YES,YES,2806.0,Nissan,2007,2242.68,959.8,695.08,N
POL46291486,28,1,OH,250/500,500,3069.87,F,High School,Medical,32898.00816454403,29457.029985951,Multi-Vehicle Collision,Major Damage,20,3,0,0,YES,NO,22380.503977227894,Nissan,2025,2818.29,1557.21,520.6,Y
POL52816850,72,175,PA,500/1000,2000,1042.56,M,BS,Medical,11615.089055863637,13501.41265040654,Multi-Vehicle Collision,Trivial Damage,4,2,0,0,YES,YES,3417.47,Mazda,2010,2631.9,974.02,368.67,N
POL54235733,45,237,IN,500/1000,1000,1402.29,F,PhD,Legal,12018.864092168196,16191.205258819293,Theft,Major Damage,14,1,0,2,YES,YES,10912.12,BMW,2013,5978.59,3035.69,3243.11,N
POL22141888,42,141,OH,500/1000,2000,4522.93,M,BS,Education,31587.163371857307,9336.45165328857,Broken Windshield,Major Damage,11,1,0,0,YES,YES,8830.56,Audi,2009,5225.35,2293.81,1425.88,N
POL05929622,56,58,IN,100/300,2000,4999.16,F,High School,Legal,25169.39898608132,20175.443732148156,Parked Car Damage,Major Damage,20,1,3,2,NO,NO,6071.53,Toyota,2023,4743.48,1372.28,273.97,N
POL29270653,50,96,IL,500/1000,500,2976.14,F,MS,Retail,12926.640465714829,22956.623442801905,Hit and Run,Trivial Damage,20,1,3,1,YES,YES,3809.07,Mercedes,2021,2099.41,489.29,591.5,N
POL79473834,18,98,IL,100/300,1500,3288.42,M,BS,Legal,8411.860940058736,1235.896231653072,Broken Windshield,Total Loss,15,1,2,0,YES,YES,11983.13,Chevrolet,2015,8134.76,1722.39,297.33,N
POL73597746,74,185,IN,100/300,500,4088.44,F,BS,Finance,36131.27278669317,25398.864596839307,Broken Windshield,Major Damage,19,1,2,1,YES,NO,5721.85,Nissan,2020,2475.06,1469.96,1248.87,N
POL88623924,44,1,PA,250/500,2000,3632.63,F,High School,Retail,40661.58524335778,15413.949722465679,Fire Damage,Major Damage,23,1,0,0,YES,YES,8244.53,Mazda,2008,4570.17,2679.55,53.36,Y
POL07581814,74,185,NY,100/300,2000,1321.1,F,BS,Construction,13065.244135156989,17391.44769098378,Theft,Minor Damage,23,1,0,0,YES,YES,2108.29,Toyota,2020,1048.19,710.03,476.37,N
POL12478261,69,238,IN,250/500,1500,2352.52,M,High School,Tech,21246.125976129788,6186.784137877058,Hit and Run,Minor Damage,19,1,0,0,YES,NO,3829.05,Mercedes,2006,1905.14,944.54,160.38,N
POL37506068,30,178,IN,250/500,1500,2908.02,F,MS,Tech,35674.70862329628,309.01473526602996,Parked Car Damage,Minor Damage,15,1,0,0,YES,YES,783.52,Mercedes,2025,544.28,217.14,215.3,N
POL53615305,58,211,IN,500/1000,500,2118.7,M,MS,Finance,23461.086437391594,28566.09950605623,Parked Car Damage,Minor Damage,22,1,0,1,YES,YES,53060.11169307091,Audi,2016,3976.46,935.3,2114.45,Y
POL15220472,20,1,IN,250/500,1500,1292.48,F,PhD,Medical,48062.85351287151,27852.011982597374,Broken Windshield,Minor Damage,23,1,1,0,YES,NO,34592.11436142377,Toyota,2023,3296.43,1994.78,814.52,Y
POL77901043,56,40,IN,500/1000,500,3812.51,F,High School,Legal,6479.960557538844,23230.20540419217,Fire Damage,Major Damage,7,1,2,1,NO,YES,11840.65,Ford,2023,9201.27,4013.28,2617.76,N
POL28986143,23,210,PA,250/500,1000,1394.81,M,MS,Education,42717.386721034745,14207.91992348307,Hit and Run,Major Damage,1,1,2,0,NO,YES,10640.49,Nissan,2013,5144.86,3039.93,3159.24,N
POL41036971,25,122,OH,100/300,2000,1672.19,M,High School,Legal,15303.67126084316,9528.630091072888,Parked Car Damage,Minor Damage,3,1,1,0,YES,NO,6807.55,Mazda,2007,5442.13,752.29,1782.49,Y
POL17980893,44,228,NY,500/1000,1500,1789.34,M,BS,Medical,34352.344868420936,4682.3432271852735,Hit and Run,Trivial Damage,2,1,0,1,YES,NO,659.58,Ford,2013,268.46,251.61,185.88,N
POL24609539,26,81,OH,100/300,1000,1228.01,F,BS,Retail,12684.751568853497,2427.612250169302,Broken Windshield,Trivial Damage,22,1,0,0,YES,NO,1192.89,Ford,2012,551.32,316.68,341.78,N
POL62185188,54,143,IN,500/1000,1000,4322.98,M,High School,Other,48323.48175253117,13719.15223102819,Fire Damage,Minor Damage,8,2,0,0,YES,NO,44865.02900108201,Chevrolet,2021,3342.86,669.21,1329.64,Y
POL88806706,50,131,OH,100/300,500,3247.77,F,High School,Medical,2506.713215708206,23767.416917564206,Single Vehicle Collision,Minor Damage,15,1,3,1,YES,YES,1917.22,BMW,2011,1487.34,430.59,260.95,N
POL54051531,68,139,PA,250/500,500,4256.37,F,BS,Finance,25678.567344517684,21777.66593533094,Broken Windshield,Minor Damage,12,1,2,2,YES,YES,844.87,Chevrolet,2023,600.69,93.7,155.96,N
POL95205852,59,28,IL,500/1000,1500,2721.78,M,High School,Construction,45525.66383645591,22678.019629263315,Fire Damage,Major Damage,12,2,0,0,YES,YES,5373.69,Audi,2011,2892.02,2049.31,799.36,N
POL77221704,61,134,OH,500/1000,500,2838.03,F,BS,Construction,23492.02286972597,3559.5048504783667,Broken Windshield,Minor Damage,5,1,2,1,NO,YES,6998.35,Chevrolet,2017,4517.27,1839.92,1584.8,N
POL30305486,41,13,NY,500/1000,1000,3272.65,F,PhD,Medical,42017.31293505921,25882.47286666964,Theft,Total Loss,19,1,1,1,NO,YES,22412.04,Mazda,2022,17813.05,4539.16,3551.56,N
POL87403450,32,11,PA,250/500,1000,2169.14,F,PhD,Tech,47491.43183622092,24119.171078050615,Hit and Run,Minor Damage,3,1,0,1,YES,YES,3916.73,Honda,2013,1788.4,483.81,906.01,N
POL54156676,71,98,IL,100/300,2000,2734.63,F,PhD,Finance,3391.756432869125,2822.663799101794,Broken Windshield,Minor Damage,18,1,0,0,YES,NO,4772.65,Mercedes,2016,2513.13,577.43,444.54,N
POL52775841,49,132,PA,250/500,1000,2961.12,M,High School,Legal,24440.36548037348,10695.98426590292,Parked Car Damage,Minor Damage,21,1,0,0,YES,YES,2927.2,Audi,2014,2049.32,563.61,45.6,N
POL61692845,49,80,IN,250/500,1500,4790.94,F,BS,Finance,34321.12754072144,11256.726095935906,Multi-Vehicle Collision,Trivial Damage,11,3,0,2,YES,NO,1484.47,Audi,2016,794.42,383.64,382.18,N
POL11544796,41,105,IL,250/500,2000,4473.09,F,MS,Legal,41608.87450443196,22053.347800212166,Vehicle Rollover,Trivial Damage,2,1,0,1,NO,NO,4203.61,Audi,2021,2551.52,1082.44,1078.22,N
POL27570596,58,31,NY,100/300,500,1081.61,M,MS,Finance,8157.782316020701,25814.501998137526,Broken Windshield,Major Damage,20,1,0,0,NO,NO,8856.8,Toyota,2006,5506.09,2637.13,2016.75,N
POL40165820,69,73,IL,250/500,2000,685.77,M,BS,Medical,28339.2533773851,11271.769141932838,Vehicle Rollover,Trivial Damage,4,2,2,2,YES,YES,1229.69,Ford,2018,880.31,361.37,214.98,N
POL29702135,66,170,NY,500/1000,1000,3561.5,F,BS,Tech,8146.089031198961,3925.1665255198977,Vehicle Rollover,Minor Damage,4,1,1,0,NO,NO,2233.25,Mercedes,2011,1646.25,875.06,421.55,N
POL56909275,66,80,IN,250/500,1500,721.39,M,BS,Medical,37769.840149207856,2476.8505080590244,Vehicle Rollover,Major Damage,10,2,0,1,YES,YES,8850.3,Mazda,2008,6577.76,1146.05,800.31,N
POL57192856,69,68,NY,100/300,500,771.58,M,BS,Retail,14231.854361079244,19165.26235803877,Multi-Vehicle Collision,Minor Damage,22,1,0,0,YES,NO,29686.83265963002,Mazda,2008,2292.03,1048.19,465.01,Y
POL54310278,29,44,PA,500/1000,500,1216.69,F,BS,Construction,13440.90107154966,14939.344356613037,Theft,Major Damage,13,1,0,0,NO,YES,6342.65,Toyota,2024,3606.9,1566.09,1653.6,Y
POL68144739,56,105,OH,100/300,1000,2082.68,M,MS,Education,38490.09162591941,27061.44573359098,Theft,Trivial Damage,20,1,0,1,YES,YES,3699.73,Nissan,2008,2682.04,1296.63,978.59,N
POL47312172,19,136,PA,250/500,1500,2457.48,F,PhD,Education,42100.37588957884,28605.843282486545,Broken Windshield,Major Damage,16,1,0,1,YES,YES,8503.63,Honda,2011,5058.7,2963.63,1504.81,N
POL71551884,20,176,PA,100/300,1000,2837.2,F,BS,Construction,17166.8163079856,26941.727381997953,Vehicle Rollover,Total Loss,6,2,1,1,YES,NO,21366.28,Honda,2007,9522.98,7940.1,2333.23,N
POL42258313,66,160,IL,500/1000,1000,4965.3,F,High School,Other,25055.12539616465,2269.0075581577294,Broken Windshield,Total Loss,6,1,0,1,NO,YES,18926.76,Audi,2014,9628.23,7087.07,5408.79,N
